"title","type","genres","releaseYear","imdbId","imdbAverageRating","imdbNumVotes","availableCountries","service"
"Show Me a Hero","tv","Drama, History",2015,"tt2492296",7.9,12207,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The Perfect Murder","tv","Crime, Documentary, Drama",2014,"tt3691462",6.6,414,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Naked and Afraid XL","tv","Adventure, Game-Show, Reality-TV",2015,"tt4791250",7.3,1990,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Edge of Alaska","tv","Adventure",2014,"tt4287280",6.9,480,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"The Time in Between","tv","Adventure, Drama, History",2013,"tt1864750",8.3,4787,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Treasure Quest: Snake Island","tv","Adventure",2015,"tt4872768",6.5,438,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Burgers, Brew and 'Que","tv","Reality-TV",2015,"tt4730064",6.4,123,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"El Hipnotizador","tv","Drama, Fantasy",2015,"tt4905820",6.7,223,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"She Was Pretty","tv","Comedy, Romance",2015,"tt5045900",7.6,6720,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"","tv","Documentary",2011,"",NA,NA,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Long Live the Royals","tv","Animation, Comedy, Family",2014,"tt3751400",6.8,214,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"MasterChef Brazil","tv","Game-Show, Reality-TV",2014,"tt5037502",7.8,325,"BR","HBO Max"
"Be Cool, Scooby-Doo!","tv","Adventure, Animation, Comedy",2015,"tt4215734",6.7,3024,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Bake Off Brasil: Mão na Massa","tv","Reality-TV",2015,"tt8495648",6.3,27,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY","HBO Max"
"Servant of the People","tv","Comedy",2015,"tt6235122",7.3,4515,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Witches Girl","tv","Action, Adventure, Family",2013,"tt2929018",4.9,406,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE","HBO Max"
"The Divorce","tv","Comedy, Musical",2015,"tt5268940",6.1,37,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Signos","tv","Crime, Drama, Thriller",2015,"tt4981702",6.4,142,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Mountain Monsters","tv","Reality-TV",2013,"tt3019170",5.3,1912,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Garage Squad","tv","Reality-TV",2014,"tt3900828",7,297,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Misfit Garage","tv","Reality-TV",2014,"tt4167914",5.8,690,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Gold Rush: The Dirt","tv","Talk-Show",2012,"tt2675934",4.7,143,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE","HBO Max"
"Bitchin' Rides","tv","Reality-TV",2014,"tt4574700",7.6,486,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Sr. Ávila","tv","Action, Crime, Drama",2013,"tt2280066",8.2,1089,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Return to Amish","tv","Reality-TV",2014,"tt3554098",5.9,378,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The Last Alaskans","tv","Reality-TV",2015,"tt4715246",8.5,1110,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"UFOs Declassified","tv","Documentary, History",2015,"tt4269210",6.6,217,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Barbapapa","tv","Adventure, Animation, Comedy",1973,"tt0304999",7,1314,"DK, FI, NO, SE","HBO Max"
"Vice Principals","tv","Comedy",2016,"tt3766376",8,32853,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Shark","tv","Documentary",2015,"tt4706496",8.3,322,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"I Am Jazz","tv","Reality-TV",2015,"tt4523638",4.3,1144,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Animals.","tv","Animation, Comedy",2016,"tt4953128",7.3,4383,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Doomed","tv","Drama, Romance",2014,"tt3468914",7.9,283,"BZ, DO, EC, JM, LC, PA, PY, TC, VE","HBO Max"
"","tv","Documentary",2016,"",NA,NA,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"In Treatment","tv","Drama",2012,"tt2317838",8.7,2335,"CZ, HU, MD, PL, RO, SK","HBO Max"
"Endless Love","tv","Drama, Romance",2015,"tt5133998",7.3,10855,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Bunnicula","tv","Adventure, Animation, Comedy",2016,"tt5444412",7.2,725,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Diesel Brothers","tv","Reality-TV",2016,"tt5320618",6.6,621,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Doraemon","tv","Animation, Comedy, Drama",2005,"tt4083422",8.4,4343,"AD, ES, PT","HBO Max"
"","tv","Reality",2016,"",NA,NA,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PL, PY, SV, TC, TT, UY, VE","HBO Max"
"The Deuce","tv","Crime, Drama, Mystery",2017,"tt4998350",8.1,32796,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Deadliest Job Interview","tv","Reality-TV",2016,"tt5421318",6.6,17,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Rehab Addict","tv","Reality-TV",2010,"tt2107314",7.9,835,"AD, AG, BB, BS, ES, HN, NI, TT, US","HBO Max"
"Web of Lies","tv","Crime, Documentary",2014,"tt3463426",7.8,998,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SK, SV, TC, TT, US, UY, VE","HBO Max"
"My 600-lb Life","tv","Reality-TV",2012,"tt2152112",6.7,2218,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Dios Inc.","tv","Thriller",2016,"tt5625508",6.5,87,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"The Durrells","tv","Biography, Comedy, Drama",2016,"tt5014882",8.2,15057,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK","HBO Max"
"The Powerpuff Girls","tv","Action, Animation, Comedy",2016,"tt4718304",3.6,5568,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Soy Luna","tv","Comedy, Family, Music",2016,"tt5189554",6.7,1946,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Lost & Found Music Studios","tv","Family, Music",2015,"tt5023972",6.5,708,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"The Night Of","tv","Crime, Drama, Mystery",2016,"tt2401256",8.4,177697,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Big Little Lies","tv","Crime, Drama, Mystery",2017,"tt3920596",8.4,231187,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"W","tv","Action, Comedy, Drama",2016,"tt5797194",8,15036,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"OutDaughtered","tv","Reality-TV",2016,"tt6215600",6.9,624,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Insane Pools Off the Deep End","tv","Documentary, Reality-TV",2015,"tt4719894",7.2,345,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"The Vet Life","tv","Reality-TV",2016,"tt5864498",8,392,"AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"(fdp)","tv","Comedy, Drama, Sport",2012,"tt2166160",7.8,236,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Better Things","tv","Comedy, Drama",2016,"tt4370596",7.9,18626,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK","HBO Max"
"Quarry","tv","Crime, Drama, Thriller",2016,"tt2980696",8,14645,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Babylon Berlin","tv","Crime, Drama, Thriller",2017,"tt4378376",8.4,31014,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK","HBO Max"
"Lone Star Law","tv","Documentary, Western",2016,"tt5796728",8,408,"AD, AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"High Maintenance","tv","Comedy, Drama",2016,"tt6078096",8.1,10888,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Shopping King Louie","tv","Comedy, Romance",2016,"tt5994306",7.5,1753,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Divorce","tv","Comedy, Drama",2016,"tt4304864",6.8,8569,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Naked Attraction","tv","Game-Show, Reality-TV, Romance",2016,"tt5969074",5.4,2127,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PL, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Property Brothers - Buying + Selling","tv","Reality-TV",2012,"tt2272112",7.1,916,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Monica and Friends","tv","Adventure, Animation, Comedy",1976,"tt2765302",8.2,189,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE","HBO Max"
"Deadliest Catch: Dungeon Cove","tv","Reality-TV",2016,"tt5966720",6.2,111,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Better Late Than Never","tv","Comedy, Documentary",2016,"tt5020352",8.5,2474,"SE","HBO Max"
"Search Party","tv","Comedy, Crime, Drama",2016,"tt5460226",7.6,14033,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"90 Day Fiancé: Happily Ever After?","tv","Reality-TV",2016,"tt6142940",6.4,1083,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Motherland","tv","Comedy",2016,"tt6006350",8,8656,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK","HBO Max"
"Mundo Bita","tv","Animation, Family, Musical",2013,"tt12987664",8.6,36,"AR, BO, BR, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE","HBO Max"
"Insecure","tv","Comedy, Drama, Romance",2016,"tt5024912",8.1,23086,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Stay with Me","tv","Romance",2016,"tt5590990",7.3,77,"CZ, HU, MD, RO, SK","HBO Max"
"Hawaii Life","tv","Reality-TV",2013,"tt2746736",7.2,100,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE","HBO Max"
"Mi-mi-mishki","tv","Adventure, Animation, Short",2015,"tt7037778",7.3,79,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Ben 10","tv","Action, Adventure, Animation",2016,"tt6148376",2.8,6344,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Weightlifting Fairy Kim Bok-Joo","tv","Comedy, Romance",2016,"tt6157148",8.3,14000,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Dr. Romantic","tv","Drama, Romance",2016,"tt6157190",8.4,4903,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Iron Resurrection","tv","Reality-TV",2016,"tt5696762",7.8,450,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"A Crime to Remember","tv","Crime, Documentary",2013,"tt3044834",8.2,1449,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, UY, VE","HBO Max"
"Holiday Baking Championship","tv","Family, Game-Show, Reality-TV",2014,"tt4226226",7.5,501,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"MasterChef Profissionais","tv","Game-Show, Reality-TV",2016,"tt6334758",8,127,"BR","HBO Max"
"Justice League Action","tv","Action, Adventure, Animation",2016,"tt5419200",7.5,2619,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, UY, VE","HBO Max"
"Lastman","tv","Action, Adventure, Animation",2016,"tt6296094",8.4,1735,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Crashing","tv","Comedy, Drama",2017,"tt5037914",7.6,8685,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Behind Bars: The World's Toughest Prisons","tv","Documentary",2016,"tt15576176",8.1,21,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Homestead Rescue","tv","Reality-TV",2016,"tt5938484",7.9,896,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The 1980s: The Deadliest Decade","tv","Crime, Documentary",2016,"tt5871246",7.7,251,"AR, BO, BR, BZ, CL, CO, CR, DK, DO, EC, GT, JM, LC, MX, NO, PA, PE, PY, SV, TC, UY, VE","HBO Max"
"The Good Fight","tv","Crime, Drama",2017,"tt5853176",8.3,33420,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK","HBO Max"
"The Oddbods Show","tv","Animation, Comedy, Family",2016,"tt6229656",6.2,381,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"The Handmaid's Tale","tv","Drama, Sci-Fi, Thriller",2017,"tt5834204",8.4,265134,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK","HBO Max"
"","tv","",2010,"",NA,NA,"AG, BB, BS, HN, NI, TT, US","HBO Max"
"Feud","tv","Biography, Drama",2017,"tt1984119",8.3,27754,"AD, DK, ES, FI, NO, PT, SE","HBO Max"
"My Big Fat Fabulous Life","tv","Reality-TV",2015,"tt4388486",3.7,1199,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
