"title","type","genres","releaseYear","imdbId","imdbAverageRating","imdbNumVotes","availableCountries","service"
"The Witcher: Fireplace","movie","Documentary",2021,"",NA,NA,"AE, AG, AL, AR, AT, AU, BA, BE, BG, BM, BR, CA, CL, CR, DE, DK, DZ, EE, EG, ES, FR, GB, GI, GT, IE, IL, IN, IS, IT, JM, JO, JP, KW, LB, LC, LV, MX, MY, NZ, PH, PL, PT, QA, RS, SE, SK, SV, TH, TN, TR, TT, TW, US, UY, VE, ZA","Netflix"
"Som Pla Noi","movie","Comedy, Romance",2021,"tt16806838",5,53,"TH","Netflix"
"Jaifu Story","movie","Comedy, Romance",2022,"tt19357986",6.5,166,"TH","Netflix"
"Death Days","movie","Drama, Mystery",2022,"tt21295266",7.4,5,"JP","Netflix"
"Arini by Love.inc","movie","Action, Drama, Mystery",2022,"tt14807346",4,114,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BR, BS, BY, BZ, CA, CH, CI, CM, CR, CV, CY, CZ, DE, DK, DO, DZ, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, HK, HR, HU, ID, IE, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MC, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NL, NO, NZ, PH, PK, PL, PS, PT, PY, QA, RO, RS, SC, SE, SG, SI, SK, SN, TC, TH, TR, TT, TW, TZ, UG, US, VE, ZA, ZM, ZW","Netflix"
"The Breaking Ice","movie","Drama, Romance",2023,"tt17052842",6.5,1190,"MY, SG, TW","Netflix"
"Too Cool to Kill","movie","Comedy",2022,"tt16254308",6.1,801,"TW","Netflix"
"Next Sohee","movie","Drama, Thriller",2022,"tt19820538",7.2,1781,"KR","Netflix"
"Pulimada","movie","Comedy, Crime, Drama",2023,"tt28337918",5.2,689,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GT, HK, HN, HR, HU, ID, IE, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"99.9 Criminal Lawyer: The Movie","movie","Comedy, Crime, Drama",2021,"tt15434284",6,163,"JP","Netflix"
"Cats in the Museum","movie","Adventure, Animation, Comedy",2023,"tt24069962",4.6,569,"NL","Netflix"
"Eraser: Reborn","movie","Action, Crime, Thriller",2022,"tt15422240",4.6,2663,"AT, CH, DE, LI, LU","Netflix"
"The Tinder Swindler","movie","Crime, Documentary",2022,"tt14992922",7.1,74648,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Confinement","movie","",2018,"",NA,NA,"AD, AE, AL, AO, AT, AU, AZ, BA, BE, BG, BH, BY, CA, CH, CI, CM, CV, CY, CZ, DE, DK, DZ, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GQ, GR, HK, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JO, JP, KE, KR, KW, LB, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NL, NO, NZ, OM, PF, PH, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, TH, TN, TR, TW, TZ, UG, US, YE, ZA, ZM, ZW","Netflix"
"The Wonderful Story of Henry Sugar","movie","Adventure, Comedy, Drama",2023,"tt16968450",7.4,76012,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Your Lucky Day","movie","Thriller",2023,"tt16424988",5.9,3345,"AU, CA, FJ, NZ, US","Netflix"
"Shadow","movie","Drama",2022,"tt17663126",7.4,27,"AU, NZ","Netflix"
"The Ledge","movie","Action, Adventure, Thriller",2022,"tt6805938",5.1,6560,"AE, BH, DZ, EG, GG, IQ, JO, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE","Netflix"
"Ordinary Failures","movie","Drama, Sci-Fi",2022,"tt13844844",5.8,195,"CZ, HU, SK","Netflix"
"The Night of the 12th","movie","Crime, Drama, Mystery",2022,"tt16953666",7,10724,"AD, FR, GF, MC, PF","Netflix"
"The Path","movie","Drama",2022,"tt13453138",6.2,359,"AT, CH, DE, LI, LU","Netflix"
"The Game","movie","Drama, History, Thriller",2022,"tt13400142",7.1,1265,"HU","Netflix"
"Halfway Home","movie","Fantasy, Romance",2022,"tt12925390",6.4,861,"HU","Netflix"
"What Are The Odds?","movie","Music, Documentary",2021,"",NA,NA,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CR, CV, CY, CZ, DE, DK, DO, DZ, EE, EG, ES, FJ, FR, GB, GG, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, PF, PH, PK, PL, PS, PT, QA, RO, RS, SC, SE, SG, SI, SK, SN, SV, TC, TH, TR, TT, TW, TZ, UG, US, UY, ZA, ZM, ZW","Netflix"
"Szia, Életem!","movie","Comedy",2022,"tt12720014",6.5,1207,"HU","Netflix"
"Hadik","movie","Action, Adventure, Biography",2023,"tt15299406",4.4,1778,"HU","Netflix"
"Hamel el-Laqab","movie","Comedy",2022,"tt18263348",5.6,815,"AE, BH, DZ, EG, IQ, JO, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE","Netflix"
"Day by Day","movie","Comedy, Drama",2022,"tt11611064",6.4,1245,"DK, FI, NO, SE","Netflix"
"Kapil Sharma: I'm Not Done Yet","movie","Comedy",2022,"tt14174040",6.4,6907,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Varalaru Mukkiyam","movie","Comedy, Romance",2022,"tt17009584",4.1,577,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BR, BS, BY, BZ, CA, CI, CL, CM, CR, CV, CY, DE, DK, DO, DZ, EC, EE, EG, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, HK, HR, ID, IE, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PH, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, YE, ZA, ZM, ZW","Netflix"
"Aziz Ansari: Nightclub Comedian","movie","Comedy",2022,"tt17005888",7,2623,"AD, AE, AG, AL, AR, AT, AU, AZ, BA, BE, BG, BH, BM, BO, BR, BS, BY, CA, CL, CR, CV, CZ, DE, DO, DZ, EC, EG, ES, FR, GB, GF, GI, GR, GT, HK, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KR, KW, LB, LC, LI, LU, LV, LY, ME, MK, MX, MY, NI, NL, NO, NZ, PA, PF, PH, PL, PS, PT, PY, QA, RO, RS, SE, SK, TC, TH, TN, TR, TT, TW, TZ, US, UY, VE","Netflix"
"Amandla","movie","Crime, Drama",2022,"tt5343008",5.6,468,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Hello Jadoo: The Secret of Jeju Island","movie","Adventure, Animation, Comedy",2022,"tt18115222",8.7,404,"KR","Netflix"
"The Equalizer 3","movie","Action, Crime, Thriller",2023,"tt17024450",6.8,134007,"AO, AT, CH, CI, CM, CV, DE, EE, FJ, GH, GQ, HK, ID, IL, IN, KE, KR, LI, LT, LU, LV, MG, ML, MU, MY, MZ, NE, NG, NL, PH, PK, SC, SG, SN, TD, TH, TW, TZ, UG, US, ZA, ZM, ZW","Netflix"
"Planet Dinosaur: Killer Elite","movie","Documentary",2018,"",NA,NA,"KR","Netflix"
"The House","movie","Animation, Comedy, Drama",2022,"tt11703050",6.8,23522,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie","movie","Comedy, Fantasy, Romance",2022,"tt19632738",7.2,689,"JP","Netflix"
"The Privilege","movie","Drama, Horror, Mystery",2022,"tt14637290",4.7,6138,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"A•RIGATO –JARUJARU TOWER 2020–","movie","Comedy",2022,"",NA,NA,"GB, HK, JP, SG, TW, US","Netflix"
"Black and White","movie","Musical, Short",2018,"tt7612266",8.2,9,"AU, FJ, NZ","Netflix"
"Marusarz. Tatrzanski orzel","movie","Biography",2022,"tt17045592",5.6,28,"PL","Netflix"
"Love Tactics","movie","Comedy, Romance",2022,"tt14486678",5.4,6371,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Ms. Pat: Y'all Wanna Hear Something Crazy?","movie","Comedy",2022,"tt15338656",6,287,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Krime Story","movie","Comedy, Crime, Drama",2022,"tt10904808",3.6,297,"PL","Netflix"
"Scala","movie","Documentary",2022,"tt14064326",5.9,67,"TH","Netflix"
"Straying","movie","Drama, Romance",2022,"tt22475136",6.5,36,"JP","Netflix"
"Mighty Express: Train Trouble","movie","Animation, Family, Short",2022,"tt16539862",5.3,17,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Restless","movie","Action, Crime, Thriller",2022,"tt14465894",5.8,5566,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Ayaanle","movie","Drama",2022,"tt15134118",9.4,82,"AO, CI, CM, CV, GH, GQ, KE, LY, MG, ML, MU, MZ, NE, NG, SC, SN, TN, TZ, UG, ZA, ZM, ZW","Netflix"
"Pelangi Tanpa Warna","movie","Drama",2022,"",NA,NA,"ID","Netflix"
"Father & Son","movie","Drama, Fantasy",2022,"tt18163750",6.1,400,"ID","Netflix"
"Small, Slow But Steady","movie","Drama, Sport",2022,"tt17309864",6.9,1242,"JP, TW","Netflix"
"AI Love You","movie","Drama, Romance, Sci-Fi",2022,"tt11182810",4.5,1172,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Reroute","movie","Thriller",2022,"tt16900304",5.4,415,"PH","Netflix"
"Celeb Five: Behind the Curtain","movie","Comedy, Documentary",2022,"tt18570468",4.8,39,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DE, DK, DO, DZ, EC, EG, ES, FR, GB, GF, GG, GH, GI, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LU, LV, LY, MD, MG, MK, ML, MU, MX, MY, MZ, NG, NI, NO, NZ, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RS, SC, SE, SG, SI, SK, SN, SV, TC, TH, TR, TW, TZ, UA, US, UY, VE, ZA, ZM, ZW","Netflix"
"Forgive Us Our Trespasses","movie","Drama, Short",2022,"tt17162524",6.4,2615,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Mirror, Mirror","movie","Comedy",2022,"tt12358208",4.9,605,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TH, TR, UA, US, UY, VE, YE, ZA","Netflix"
"Erax","movie","Family, Mystery, Short",2022,"tt17162512",4.3,459,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Heart Shot","movie","Action, Romance, Short",2022,"tt17162546",4.9,1053,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Quite Normal Men: The 'Forgotten Holocaust'","movie","Documentary, History, War",2022,"tt17424334",7.2,1933,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"My Broken Mariko","movie","Drama",2022,"tt17512706",6.5,597,"JP, TH","Netflix"
"Mo Gilligan: There's Mo to Life","movie","Comedy",2022,"tt17162494",6.1,344,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Fidibus","movie","Drama, Short",2021,"tt13854126",7.1,13,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK, TC","Netflix"
"Pánský klub","movie","Comedy",2022,"",NA,NA,"CZ, SK","Netflix"
"Krishna Vrinda Vihari","movie","Comedy, Drama, Romance",2022,"tt19893706",5.8,2559,"AE, AG, AL, AO, AR, AT, AU, BA, BE, BG, BH, BM, BO, BR, BS, BY, CA, CH, CI, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GG, GH, GI, GQ, GR, GT, HK, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PE, PF, PH, PK, PL, PS, PT, QA, RS, SA, SC, SE, SG, SI, SK, SN, TC, TH, TN, TR, TT, TW, TZ, US, UY, YE, ZA, ZM, ZW","Netflix"
"The Confidence Man JP: Episode of the Hero","movie","Drama",2022,"tt17008472",6.4,535,"JP","Netflix"
"Vietnamese Horror Story","movie","Horror, Thriller",2022,"tt17785786",4.2,276,"SG","Netflix"
"B Cut","movie","Action, Crime, Thriller",2022,"",NA,NA,"KR","Netflix"
"Adam by Eve: A Live in Animation","movie","Animation, Music",2022,"tt18274178",6.2,584,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
